Departamento;Distrito;Provincia;numero_casos;ocntrol1;Texto_casos;Texto_casos_confirmados;Texto_muertes;texto_Titulo;Año;Eventos o daños;Ubigeo;Actualizado;Actualizado hasta la SE;ambito;anoubigeo;Año seleccionado;CAP_DIST;CD_DEPA;CD_DIST;CD_PROV;cod_disa;COD_REG;condpobrez;Decil de incidencia acumulada;departam;disa;disa15;distrito;Eventos (grupo);Eventos o daños filtro;fe_proc;FEC_ING;Filtro Mapa ;frontera;FUENTE;GLOBALID;Id;Incidencia acumulada.;Incidencia semanal;mm;numero_casos _confirmados;numero_muertes;Peru;priorizado;provincia;qpobreza;Reg Nat;reg_geogra;reg_natu;Semana;ubiprov;ADOLECENTE;ADULTO;ADULTO_MAY;Calculo2;Calculo3;Casos;Casos acumulados;Casos confirmados acumulados;Casos Dis/Depto;cuartilTDIS;Defunciones;Defunciones acumuladas;DIS_C;DIS_P;DIS_P_ACUM;e0;e1_4;e5_mas;factorPoblacion;friaje;Geometría;gestantes;indigena;JOVEN;Latalidad (%);mancomunidad;Max año disponible;maxyear;mef;men_15;men_29d;men_5;MORTAL_C;MORTAL_P;nacidos;NINOS;OBJECTID;POB2;pobtot;propo_posit;Referencia;SelectMorbilidad;SHAPE.AREA;SHAPE.LEN;SiCasoacum;siMax;TASA ACUMULADA;Texto2;Texto3 ;vraem
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;10;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;11;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;12;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;13;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;14;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;15;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;16;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;17;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;18;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;0 caso ;200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;0;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;19;2003;;;;;;0;0;0;8351;;0;0;0;0;0;107;599;7780;100000;0;Polygon;183;0;;;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;;0;1;0,025413944;0,950875702;1;0;0;;0;0
PIURA;CANCHAQUE;HUANCABAMBA;1 caso ;1200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;6;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;118,666;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;21;2003;;;;"0% de Casos 
confirmados";"0 defunciones, 
0% de letalidad";0;1;0;8351;;0;0;0;0;1;107;599;7780;100000;0;Polygon;183;0;;0;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;0;0;1;0,025413944;0,950875702;1;0;0,052988274;0;0;0
PIURA;CANCHAQUE;HUANCABAMBA;1 caso ;1200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;6;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;118,666;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;22;2003;;;;"0% de Casos 
confirmados";"0 defunciones, 
0% de letalidad";0;1;0;8351;;0;0;0;0;1;107;599;7780;100000;0;Polygon;183;0;;0;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;0;0;1;0,025413944;0,950875702;1;0;0,052988274;0;0;0
PIURA;CANCHAQUE;HUANCABAMBA;1 caso ;1200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;7;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;118,666;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;23;2003;;;;"0% de Casos 
confirmados";"0 defunciones, 
0% de letalidad";0;1;0;8351;;0;0;0;0;1;107;599;7780;100000;0;Polygon;183;0;;0;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;0;0;1;0,025413944;0,950875702;1;0;0,052988274;0;0;0
PIURA;CANCHAQUE;HUANCABAMBA;1 caso ;1200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;7;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;118,666;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;24;2003;;;;"0% de Casos 
confirmados";"0 defunciones, 
0% de letalidad";0;1;0;8351;;0;0;0;0;1;107;599;7780;100000;0;Polygon;183;0;;0;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;0;0;1;0,025413944;0,950875702;1;0;0,052988274;0;0;0
PIURA;CANCHAQUE;HUANCABAMBA;1 caso ;1200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;7;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;118,666;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;25;2003;;;;"0% de Casos 
confirmados";"0 defunciones, 
0% de letalidad";0;1;0;8351;;0;0;0;0;1;107;599;7780;100000;0;Polygon;183;0;;0;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;0;0;1;0,025413944;0,950875702;1;0;0,052988274;0;0;0
PIURA;CANCHAQUE;HUANCABAMBA;1 caso ;1200302;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;, HUANCABAMBA, PIURA;Situación actual de Zika. semana epidemiológica ;2018;Zika;200302;"Actualizado al  (DD/MM/YYYY)
5/1/2021";52;Rural;2018200302;FALSO;CANCHAQUE;20;200302;2003;48;20;Pobre;7;Piura;Morropon-Huancabamba;0;Canchaque;Metaxénicas;Zika;5/01/2021 16:40;3/05/2019;FALSO;;OFICIO N ° 201-2019-INEI/DNCE-DECG;{B5184DF5-020A-4976-ABC5-F3850CC9862C};39;118,666;0;3.92018E+13;0 caso ;0 defunción ;999999;;Huancabamba;Muy Pobre;COSTA;Costa norte;Costa;26;2003;;;;"0% de Casos 
confirmados";"0 defunciones, 
0% de letalidad";0;1;0;8351;;0;0;0;0;1;107;599;7780;100000;0;Polygon;183;0;;0;1;2020;2018;1857;2541;10;706;0;0;134;;5383;1887210;8486;0;0;1;0,025413944;0,950875702;1;0;0,052988274;0;0;0
